borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
1,UPPER EAST SIDE (59-79),Manhattan,1300,643,3108166.4784615384
1,UPPER EAST SIDE (79-96),Manhattan,1212,710,2519423.806930693
1,UPPER WEST SIDE (59-79),Manhattan,1089,650,3989791.041322314
1,MIDTOWN EAST,Manhattan,882,381,2093561.2902494331
1,UPPER WEST SIDE (79-96),Manhattan,671,403,2919720.549925484
1,MIDTOWN WEST,Manhattan,545,433,11430675.917431192
1,CHELSEA,Manhattan,521,370,9716237.333973128
1,HARLEM-CENTRAL,Manhattan,495,434,1964246.305050505
1,GREENWICH VILLAGE-WEST,Manhattan,481,318,3919945.507276507
1,MURRAY HILL,Manhattan,434,251,2443856.709677419
1,GREENWICH VILLAGE-CENTRAL,Manhattan,427,187,2936224.943793911
1,TRIBECA,Manhattan,395,388,5742685.301265823
1,GRAMERCY,Manhattan,383,174,1929818.9817232375
1,LOWER EAST SIDE,Manhattan,325,224,2991293.9076923076
1,UPPER WEST SIDE (96-116),Manhattan,313,176,4308464.66773163
1,KIPS BAY,Manhattan,272,218,1262158.8639705882
1,FLATIRON,Manhattan,258,184,4066249.4534883723
1,WASHINGTON HEIGHTS UPPER,Manhattan,224,70,1093792.8973214286
1,FINANCIAL,Manhattan,223,213,2754381.9058295963
1,CLINTON,Manhattan,222,180,3328791.1666666665
1,EAST VILLAGE,Manhattan,202,166,2759407.801980198
1,SOHO,Manhattan,190,157,9368827.584210526
1,MANHATTAN VALLEY,Manhattan,172,148,2145922.168604651
1,FASHION,Manhattan,137,120,11709008.08759124
1,HARLEM-UPPER,Manhattan,125,110,2437178.504
1,WASHINGTON HEIGHTS LOWER,Manhattan,125,85,2874544.928
1,MIDTOWN CBD,Manhattan,124,99,20162552.346774194
1,HARLEM-EAST,Manhattan,115,105,2477593.295652174
1,CIVIC CENTER,Manhattan,113,97,4824479.221238938
1,ALPHABET CITY,Manhattan,112,88,3205809.1785714286
1,SOUTHBRIDGE,Manhattan,90,35,3482598.1555555556
1,CHINATOWN,Manhattan,86,80,3586296.8139534886
1,INWOOD,Manhattan,81,42,1147691.7777777778
1,MORNINGSIDE HEIGHTS,Manhattan,55,18,1842053.690909091
1,UPPER EAST SIDE (96-110),Manhattan,49,23,2918092.4285714286
1,LITTLE ITALY,Manhattan,41,39,6354747.780487805
1,JAVITS CENTER,Manhattan,28,11,7010759.357142857
1,HARLEM-WEST,Manhattan,23,18,4657431.391304348
1,ROOSEVELT ISLAND,Manhattan,19,8,1131546.105263158
2,RIVERDALE, Bronx,586,203,506167.28327645053
2,PARKCHESTER, Bronx,425,390,289168.0
2,WILLIAMSBRIDGE, Bronx,365,333,581183.8082191781
2,SOUNDVIEW, Bronx,351,324,537835.7293447293
2,BAYCHESTER, Bronx,317,281,496001.36277602526
2,THROGS NECK, Bronx,272,238,515702.2830882353
2,BRONXDALE, Bronx,245,214,596654.1387755102
2,MORRISANIA/LONGWOOD, Bronx,242,219,965183.4876033058
2,SCHUYLERVILLE/PELHAM BAY, Bronx,209,178,564765.033492823
2,MORRIS PARK/VAN NEST, Bronx,170,161,575411.1058823529
2,BEDFORD PARK/NORWOOD, Bronx,164,126,1654545.981707317
2,WAKEFIELD, Bronx,163,154,623965.2147239264
2,MELROSE/CONCOURSE, Bronx,160,112,1512086.6625
2,KINGSBRIDGE/JEROME PARK, Bronx,156,82,650331.5512820513
2,COUNTRY CLUB, Bronx,143,133,541261.7622377622
2,MOTT HAVEN/PORT MORRIS, Bronx,126,118,2989941.73015873
2,EAST TREMONT, Bronx,125,111,1461219.552
2,CASTLE HILL/UNIONPORT, Bronx,124,115,655429.0161290322
2,HIGHBRIDGE/MORRIS HEIGHTS, Bronx,123,103,1176337.3902439023
2,KINGSBRIDGE HTS/UNIV HTS, Bronx,118,69,912473.2118644068
2,PELHAM PARKWAY SOUTH, Bronx,104,67,1057329.5961538462
2,WESTCHESTER, Bronx,87,82,2238201.3448275863
2,PELHAM PARKWAY NORTH, Bronx,83,79,612426.7951807228
2,MOUNT HOPE/MOUNT EDEN, Bronx,79,73,1785873.6455696202
2,CITY ISLAND, Bronx,66,64,513568.0303030303
2,BATHGATE, Bronx,66,60,1130869.893939394
2,FORDHAM, Bronx,65,63,2145002.6615384617
2,WOODLAWN, Bronx,61,41,378952.7868852459
2,HUNTS POINT, Bronx,54,52,1262275.537037037
2,PELHAM GARDENS, Bronx,49,49,1377446.9795918367
2,BELMONT, Bronx,41,41,2281424.1951219514
2,CROTONA PARK, Bronx,41,39,1000522.8536585366
2,FIELDSTON, Bronx,37,27,920241.8918918918
2,CO-OP CITY, Bronx,4,3,4113250.0
2,VAN CORTLANDT PARK, Bronx,4,1,194875.0
2,BRONX PARK, Bronx,3,3,1538333.3333333333
3,BEDFORD STUYVESANT,Brooklyn,820,788,1258487.2890243903
3,EAST NEW YORK,Brooklyn,645,599,689742.1023255814
3,BAY RIDGE,Brooklyn,560,413,1242405.3089285714
3,BOROUGH PARK,Brooklyn,554,545,1490433.4602888087
3,SHEEPSHEAD BAY,Brooklyn,554,399,709792.3772563176
3,FLATBUSH-EAST,Brooklyn,550,476,730395.9309090909
3,PARK SLOPE,Brooklyn,535,452,1696835.03364486
3,CANARSIE,Brooklyn,528,499,532192.5662878788
3,CROWN HEIGHTS,Brooklyn,472,433,1686921.6737288137
3,FLATBUSH-CENTRAL,Brooklyn,414,344,1352622.6207729469
3,GRAVESEND,Brooklyn,400,348,881219.5775
3,BUSHWICK,Brooklyn,385,370,1183529.1454545455
3,OCEAN PARKWAY-NORTH,Brooklyn,367,259,1123879.485013624
3,MADISON,Brooklyn,341,320,1100504.3812316717
3,SUNSET PARK,Brooklyn,320,306,1381920.465625
3,BROOKLYN HEIGHTS,Brooklyn,313,208,2200754.9584664535
3,GREENPOINT,Brooklyn,302,299,2375583.8245033114
3,MIDWOOD,Brooklyn,299,245,995062.0033444816
3,BENSONHURST,Brooklyn,282,269,1118810.815602837
3,OCEAN HILL,Brooklyn,268,259,922303.4253731343
3,PROSPECT HEIGHTS,Brooklyn,258,199,2376894.1589147286
3,BRIGHTON BEACH,Brooklyn,249,175,608830.2208835342
3,MARINE PARK,Brooklyn,245,200,644664.4448979592
3,WILLIAMSBURG-NORTH,Brooklyn,238,238,1908345.9327731093
3,FLATBUSH-NORTH,Brooklyn,223,199,875246.1434977578
3,WILLIAMSBURG-EAST,Brooklyn,222,217,1703273.0810810812
3,CLINTON HILL,Brooklyn,222,158,1343126.6711711711
3,CYPRESS HILLS,Brooklyn,204,196,722641.4607843137
3,CONEY ISLAND,Brooklyn,197,109,1065760.1675126904
3,BATH BEACH,Brooklyn,193,172,925934.0
3,OCEAN PARKWAY-SOUTH,Brooklyn,185,158,1407556.0162162161
3,WILLIAMSBURG-SOUTH,Brooklyn,165,157,1986996.7757575759
3,DYKER HEIGHTS,Brooklyn,163,161,1165105.809815951
3,OLD MILL BASIN,Brooklyn,163,146,521431.01226993866
3,FORT GREENE,Brooklyn,156,117,1643177.3782051282
3,FLATLANDS,Brooklyn,153,100,455189.0588235294
3,PARK SLOPE SOUTH,Brooklyn,146,139,1784911.8287671234
